date,sales,sales_from_finance,total_ad_spend,corp_Google_DISCOVERY_spend,corp_Google_DISPLAY_spend,corp_Google_PERFORMANCE_MAX_spend,corp_Google_SEARCH_spend,corp_Google_SHOPPING_spend,corp_Google_VIDEO_spend,corp_Horizon_VIDEO_TIER_1_spend,corp_Horizon_VIDEO_TIER_2_spend,corp_Horizon_VIDEO_TIER_3_spend,corp_Horizon_VIDEO_TIER_BC_spend,corp_Horizon_VIDEO_TIER_HISP_spend,corp_Horizon_VIDEO_TIER_NA_spend,corp_Horizon_VIDEO_TIER_OTT_spend,corp_Horizon_VIDEO_TIER_SYND_spend,corp_Impact_AFFILIATE_spend,corp_Meta_SOCIAL_spend,corp_Microsoft_AUDIENCE_spend,corp_Microsoft_SEARCH_CONTENT_spend,corp_Microsoft_SHOPPING_spend,local_Google_DISPLAY_spend,local_Google_LOCAL_spend,local_Google_PERFORMANCE_MAX_spend,local_Google_SEARCH_spend,local_Google_SHOPPING_spend,local_Meta_SOCIAL_spend,local_Simpli_fi_GEO_OPTIMIZED_DISPLAY_spend,local_Simpli_fi_GEO_OPTIMIZED_VIDEO_spend,local_Simpli_fi_SEARCH_DISPLAY_spend,local_Simpli_fi_SEARCH_VIDEO_spend,local_Simpli_fi_SITE_RETARGETING_DISPLAY_spend,local_Simpli_fi_SITE_RETARGETING_VIDEO_spend,stock_market_index,dollar_to_pound,interest_rates
2022-08-13,13879,,116701.039542,956.088553,8625,4155.088683,31785.620602,129.9,0,0,0,0,0,0,0,0,0,1246.1,10974.18,0,918.13,0,0,0,45320.471704,0,0,11942.46,0,0,0,0,0,0,33761.05078125,0.819930016994476,2.84
2022-08-12,17077,,135945.171058,2643.630418,7590,5115.337274,33713.578042,233.62,0,0,0,0,0,0,0,0,0,475,20234.87,0,1642.45,0,0,0,54868.515324,0,0,8688.17,0,0,0,0,0,0,33761.05078125,0.819930016994476,2.84
2022-08-11,14599,,152828.129185,4661.713014,5750,7821.300357,38235.870739,161.57,0,0,0,0,0,0,0,0,0,950,21090.05,0,1750.08,2.1,0,0,60592.605075,0,0,11187.84,0,0,0,0,0,0,33336.671875,0.81879997253418,2.87
2022-08-10,13283,,121390.43324,5034.400572,4255,7706.944508,36641.202387,218.71,0,0,0,0,0,0,0,0,0,75,12347.54,0,1380.27,0.65,0,0,41704.485773,0,0,11152.23,0,0,0,0,0,0,33309.51171875,0.82820999622345,2.78
2022-08-09,12845,,95662.280937,1274.604288,8395,9188.240614,31815.465289,172.33,0,0,0,0,0,0,0,0,0,0,21559.64,0,1938.91,1.31,0,0,3557.650746,0,0,9152.13,0,0,0,0,0,0,32774.41015625,0.827489972114563,2.8
2022-08-08,12672,,112244.847235,1215.288782,4370,9702.115597,31888.088387,195.8,0.23697,0,0,0,0,0,0,0,0,0,52412.21,0,2526.21,2.11,0,0,984.907499,0,0,8138.88,0,0,0,0,0,0,32832.5390625,0.829219996929169,2.77
2022-08-07,9691,,75015.304428,1010.206058,3450,5567.69999,29237.403166,132.5,1.07476,0,0,0,0,0,0,0,0,0,25000.94,0,515.9,0,0,0,875.030454,0,0,8083.55,0,0,0,0,0,0,32803.46875,0.822470009326935,2.83
2022-08-06,14055,,74608.976671,1930.047479,2530,2791.646391,28294.558164,140.5,0.636943,0,0,0,0,0,0,0,0,0,28594.84,0,498.83,2.51,0,0,913.877694,0,0,7997.53,0,0,0,0,0,0,32803.46875,0.822470009326935,2.83
2022-08-05,17075,,77018.785027,2113.768687,3450,3310.173356,30009.224855,164.13,0.541359,0,0,0,0,0,0,0,0,0,18973.48,0,642.21,2.8,0,0,1267.08677,0,0,8234.37,0,0,0,0,0,0,32803.46875,0.822470009326935,2.83
2022-08-04,13333,,79450.278854,11888.715395,3910,4080.750862,30532.85451,216.72,0.33868,0,0,0,0,0,0,0,0,0,17346.55,0,687.41,2.31,0,0,573.549407,0,0,8765.08,0,0,0,0,0,0,32726.8203125,0.823840022087097,2.68
2022-08-03,15165,,85939.855834,7646.422684,2875,3952.402007,33237.696618,217.39,1.78505,0,0,0,0,0,0,0,0,0,27320.73,0,687.06,5.89,0,0,134.979475,0,0,7778.5,0,0,0,0,0,0,32812.5,0.823520004749298,2.73
2022-08-02,12617,,79076.582336,5799.743771,3105,3067.540225,29258.469004,446.36,1.979299,0,0,0,0,0,0,0,0,0,27401.69,0,678.16,20.96,0,0,212.490037,0,0,7973.19,0,0,0,0,0,0,32396.169921875,0.816049993038178,2.75
2022-08-01,15095,,83572.73728,4127.183857,2185,10119.610671,28966.984686,453.22,1073.41463,0,0,0,0,0,0,0,0,0,26097.95,0,638.1,10.19,0,0,144.873436,0,0,8396.21,0,0,0,0,0,0,32798.3984375,0.821870028972626,2.6
2022-07-31,6250,,83449.063463,1486.722717,1725,15461.941154,23758.462566,524.34,3121.754781,0,0,0,0,0,0,0,0,0,27247.04,0,554.38,12.37,0,0,271.792245,0,0,7915.26,0,0,0,0,0,0,32845.12890625,0.821460008621216,2.67
2022-07-30,10604,,78706.253887,1002.969672,2645,13841.892474,23609.902841,512.94,1490.55029,0,0,0,0,0,0,0,0,0,26676.51,0,543.37,5.16,0,0,119.39861,0,0,7537.56,0,0,0,0,0,0,32845.12890625,0.821460008621216,2.67
2022-07-29,12022,,67544.99769,837.610044,1955,10047.194696,23774.614122,564.84,1693.841112,0,0,0,0,0,0,0,0,0,22345.41,0,644.71,1.97,0,0,35.927716,0,0,4906.88,0,0,0,0,0,0,32845.12890625,0.821460008621216,2.67
2022-07-28,10486,,62036.939633,854.34565,2185,10813.602906,25549.095133,503.59,1266.225944,0,0,0,0,0,0,0,0,0,17665.66,0,608.73,3.05,0,0,0,0,0,1941.64,0,0,0,0,0,0,32529.630859375,0.822160005569458,2.68
2022-07-27,10286,,56652.799224,996.720674,2875,8043.656071,27275.290709,542.12,2.26177,0,0,0,0,0,0,0,0,0,13833.6,0,579.49,5.57,0,0,0,0,0,1718.09,0,0,0,0,0,0,32197.58984375,0.830780029296875,2.78
2022-07-26,10325,,55822.72033,698.831254,1035,7340.585862,24822.901478,553.04,35.571736,0,0,0,0,0,0,0,0,0,19081.88,0,527.52,7.2,0,0,0,0,0,824.19,0,0,0,0,0,0,31761.5390625,0.829519987106323,2.81
2022-07-25,10601,,57819.373305,1136.132481,2645,8963.723244,23772.10781,559.68,153.07977,0,0,0,0,0,0,0,0,0,18524.11,0,658.25,8.04,0,0,0,0,0,708.25,0,0,0,0,0,0,31990.0390625,0.834240019321442,2.81
2022-07-24,5765,,51015.316595,1683.185877,4485,9348.132991,23953.0675,523.65,319.960227,0,0,0,0,0,0,0,0,0,8941.13,0,554.63,14.65,0,0,0,0,0,718.91,0,0,0,0,0,0,31899.2890625,0.833599984645844,2.77
2022-07-23,10289,,61081.373153,1711.930279,4830,11564.843388,25128.079628,569.94,377.619858,0,0,0,0,0,0,0,0,0,14134.95,0,561.39,6.86,0,0,0,0,0,736.76,0,0,0,0,0,0,31899.2890625,0.833599984645844,2.77
2022-07-22,10948,,71269.970558,1803.060973,6670,13038.362367,25992.782307,567.33,50.404911,0,0,0,0,0,0,0,0,0,19779.89,0,685.14,10.17,0,0,0,0,0,884.83,0,0,0,0,0,0,31899.2890625,0.833599984645844,2.77
2022-07-21,13479,,71248.614333,1321.508067,5175,11029.3672,25214.078445,459.78,27.990621,0,0,0,0,0,0,0,0,0,24688.66,0,565.46,12.84,0,0,0,0,0,983.93,0,0,0,0,0,0,32036.900390625,0.835300028324127,2.91
2022-07-20,15275,,79576.773185,1391.631481,6665,11238.758618,24359.135886,595.32,36.2672,0,0,0,0,0,0,0,0,0,30865.19,0,546.4,16.26,0,0,0,0,0,950.81,0,0,0,0,0,0,31874.83984375,0.833090007305145,3.04
2022-07-19,15206,,92745.071949,3139.454125,9494.381225,11776.149896,25536.358302,510.04,354.258401,0,0,0,0,0,0,0,0,0,39318.93,0,592.9,14.87,0,0,0,0,0,931.73,0,0,0,0,0,0,31827.05078125,0.836939990520477,3.01
2022-07-18,13860,,104529.43457,3702.8252,9897.679396,10003.449289,27161.944137,558.78,534.566548,0,0,0,0,0,0,0,0,0,51226.82,0,769.83,9.21,0,0,0,0,0,664.33,0,0,0,0,0,0,31072.609375,0.841159999370575,2.96
2022-07-17,9028,,142417.4722124,2610.225025,8223.972742,8596.674303,25353.108586,529.62,1091.763822,0,7192.5858144,0,12498.53192,0,0,0,0,0,75281.99,0,502.85,10.19,0,0,0,0,0,525.96,0,0,0,0,0,0,31288.259765625,0.844619989395142,2.93
2022-07-16,13542,,114099.1226054,3321.325469,10391.507438,7247.155803,25540.043626,505.39,790.532599,0,3689.3476704,0,0,0,0,0,0,0,61706.04,0,498.48,6.03,0,0,0,0,0,403.27,0,0,0,0,0,0,31288.259765625,0.844619989395142,2.93
2022-07-15,15904,,149772.9937532,2750.891907,6174.739584,7102.807461,29952.861658,530.46,1048.831516,2041.7309808,3468.5706832,0,4470.27784,0,0,0,4289.6421232,0,87251.23,0,588.85,11.84,0,0,0,0,0,90.26,0,0,0,0,0,0,31288.259765625,0.844619989395142,2.93
2022-07-14,12477,,187385.3416728,3247.613325,4541.103715,10741.606455,29872.318317,511.65,565.931408,51751.2205616,11188.4668224,2890.1714688,5473.8096,0,0,0,0,0,66004.73,0,585.62,11.1,0,0,0,0,0,0,0,0,0,0,0,0,30630.169921875,0.842899978160858,2.96
2022-07-13,12870,,179729.3794758,4730.013114,7828.600619,5483.442809,28792.445445,602.41,2.104752,58923.7357408,12660.9216048,5297.7353912,0,0,0,0,0,0,54841.67,0,559.35,6.95,0,0,0,0,0,0,0,0,0,0,0,0,30772.7890625,0.841910004615784,2.91
2022-07-12,10489,,167124.5732262,7365.080075,1225.841081,5858.868122,24394.283765,546.75,0.980472,23940.6185872,18924.7843904,7700.7378056,6659.80168,0,0,0,7553.857248,0,62398.73,0,554.24,0,0,0,0,0,0,0,0,0,0,0,0,0,30981.330078125,0.840269982814789,2.96
2022-07-11,9474,,351046.83552252,5812.26661,9474.080073,5598.407683,21247.109499,643.14,8.769353,74673.7105632,22895.1209536,9199.6493344,0,0,0,158566.63933012,4289.6421232,0,38056.92,0,565.35,16.03,0,0,0,0,0,0,0,0,0,0,0,0,31173.83984375,0.832180023193359,2.99
2022-07-10,6943,,171363.9081652,3532.786078,2407.421402,5547.546623,20633.559933,464.74,32.447558,43132.7073464,19190.264156,3945.70442,40910.3406488,0,0,0,0,0,31081.16,0,481.03,4.2,0,0,0,0,0,0,0,0,0,0,0,0,31338.150390625,0.831390023231506,3.09
2022-07-09,11150,,137594.3080986,3372.672173,8570.582093,4311.836885,21191.186951,444.52,6.894087,46060.2831808,16488.9391184,2799.8536104,0,0,0,0,0,0,33822.65,0,428.19,7.45,0,0,0,0,0,89.25,0,0,0,0,0,0,31338.150390625,0.831390023231506,3.09
2022-07-08,13882,,149383.0747142,9618.953468,4514.461335,4121.872542,23537.55,587.47,2557.181858,44209.2232344,18805.2728808,2267.069476,5656.26992,0,0,0,0,0,32637.98,0,574.09,10.01,0,0,0,0,0,285.67,0,0,0,0,0,0,31338.150390625,0.831390023231506,3.09
2022-07-07,13254,,140288.7097864,9705.165736,1067.350547,4925.682279,25588.674196,642.63,439.609378,42077.1743952,12684.6414464,4737.5822088,5473.8096,0,0,0,0,0,32078.1,0,539.03,15.1,0,0,0,0,0,314.16,0,0,0,0,0,0,31384.55078125,0.838699996471405,3.01
2022-07-06,12257,,148913.4424346,9391.422669,2715.776045,4725.450951,25167.98628,577.54,129.37044,37540.2985384,16163.2474472,4598.000064,0,0,0,0,0,0,47287.28,0,525.89,12.6,0,0,0,0,0,78.58,0,0,0,0,0,0,31037.6796875,0.836880028247833,2.93
2022-07-05,12048,,192121.35451,5555.285406,3024.838656,6086.084473,24965.31695,687.71,2.476041,68079.5945984,10073.6342672,4643.615144,6659.80168,0,0,0,10887.4072944,0,50905.17,31.11,488.43,24.2,0,0,0,0,0,6.68,0,0,0,0,0,0,30967.8203125,0.825460016727448,2.82
2022-07-04,7439,,544288.844877,19071.57179,5867.438488,4937.681061,20590.546167,545.64,0,55716.0833152,21689.97054,3686.6107656,0,0,0,353020.3498542,2791.642896,0,55742.85,55.19,412.52,15.37,0,0,0,0,0,145.38,0,0,0,0,0,0,31097.259765625,0.826259970664978,2.88
2022-07-03,8003,,170492.898946,26843.113264,3159.896097,3345.093467,22511.696394,456.15,0,54251.8392472,8760.8322648,2686.728212,0,0,0,0,0,0,47084.92,41.95,383.01,9.34,0,0,0,0,0,958.33,0,0,0,0,0,0,31097.259765625,0.822309970855713,2.88
2022-07-02,12654,,215189.6446796,13796.773871,10056.109298,3985.513813,24817.952396,465.26,0,80658.4090592,16006.331572,4829.7246704,0,0,0,0,0,0,58579,54.03,440.98,18.24,0,0,0,0,0,1481.32,0,0,0,0,0,0,31097.259765625,0.822309970855713,2.88
2022-07-01,18297,,158797.1756264,7864.569902,4969.878371,3190.695006,28626.958017,519.82,0,32246.2123536,13596.9430464,2818.0996424,4470.27784,0,0,0,1395.821448,0,55629.01,66.01,510.85,11.88,0,0,0,0,0,2880.15,0,0,0,0,0,0,31097.259765625,0.822309970855713,2.88
2022-06-30,10799,,158876.9281584,6311.637871,5405.949051,3789.780399,28164.279935,690.63,0,25413.9856712,11396.4715872,3818.8944976,5473.8096,0,0,0,7324.8695464,0,57136.91,48.63,482.53,23.39,0,0,0,0,0,3395.16,0,0,0,0,0,0,30775.4296875,0.824280023574829,2.98
2022-06-29,10135,,149721.463246,9074.06751,2555.304479,2795.872903,23874.225534,684.93,0,45182.6490416,5684.5512696,2342.7905088,6842.262,0,0,0,0,0,48463.65,45.33,520.19,12.28,0,0,0,0,0,1643.36,0,0,0,0,0,0,31029.310546875,0.820360004901886,3.1
2022-06-28,9881,,153121.4362316,12800.516736,402.841906,2964.832934,18233.76175,533.21,0,39860.2815072,20542.2951272,3962.1258488,6659.80168,0,0,0,12283.2287424,0,33754.35,64.46,475.08,14.9,0,0,0,0,0,569.75,0,0,0,0,0,0,30946.990234375,0.815169990062714,3.2
2022-06-27,10368,,605336.58834548,5727.401579,1472.627009,2725.661516,15772.710253,600.2,0,98959.1791552,32035.470684,7851.2675696,21994.6792744,0,0,390274.23130528,0,0,26847.97,65.24,519.11,19.55,0,0,0,0,0,471.29,0,0,0,0,0,0,31438.259765625,0.814170002937317,3.2
2022-06-26,6658,,177105.6086912,1707.74826,1091.17319,2461.996931,14938.465431,408.89,0,83482.8948128,10997.795788,4946.4992752,28739.3250032,0,0,0,0,0,27550.41,46.92,376.79,15.41,0,0,0,0,0,341.29,0,0,0,0,0,0,31500.6796875,0.815609991550446,3.13
2022-06-25,9430,,116841.5761292,2449.101952,1862.992088,2930.420877,14694.201653,500.26,0,33415.7830048,14583.141076,3948.4413248,13315.9541536,0,0,0,0,0,28249.05,66.74,438.88,9.53,0,0,0,0,0,377.08,0,0,0,0,0,0,31500.6796875,0.815609991550446,3.13
2022-06-24,11860,,161180.544471,4182.551051,1083.262316,2368.415849,16537.001675,504.45,0,61812.0826064,17254.3601608,3455.7984608,7298.4128,0,0,0,13429.079552,0,32171.24,78.72,461.75,9.35,0,0,0,0,0,534.07,0,0,0,0,0,0,31500.6796875,0.815609991550446,3.13
2022-06-23,9711,,159533.1566156,5903.066522,313.299118,2834.232511,16674.361411,511.78,0,26461.307908,14416.1898832,2601.8841632,43618.9640992,0,0,0,14824.901,0,30162.29,68.81,534.41,26.51,0,0,0,0,0,581.15,0,0,0,0,0,0,30677.359375,0.816269993782044,3.09
2022-06-22,8957,,143794.2397802,20031.928887,1753.062442,2511.508724,18025.522312,402.93,0,44112.5192648,8028.25408,3178.4587744,12772.2224,0,0,0,2791.642896,0,29037.26,68.62,504.72,27.98,0,0,0,0,0,547.61,0,0,0,0,0,0,30483.130859375,0.81521999835968,3.16
2022-06-21,10703,,227004.230471,22075.368253,2505.216455,1906.477158,17866.797102,451.79,0,48326.4403552,17486.0847672,4883.5504648,63222.50088,0,0,0,11908.2727848,0,33731.94,66.31,527.41,17.44,0,227.922183,68.460068,0,0,1732.25,0,0,0,0,0,0,30530.25,0.816209971904755,3.31
2022-06-20,14461,,294972.87054596,12333.627703,2779.95307,1431.602744,15237.58,436.15,0,45022.9962616,20134.496312,6253.827468,42145.5970152,0,0,115159.92219816,2791.642896,0,26319.64,45.88,574.68,18.84,0,968.151287,285.143591,0,0,3033.13999999999,0,0,0,0,0,0,29888.779296875,0.817780017852783,3.25
2022-06-19,8004,,106691.3857456,5324.847934,3446.931227,772.188714,12257.64,323.33,0,26209.5126664,24855.657092,5854.2393672,0,0,0,0,0,0,20076.64,39.24,371.58,22.48,0,866.622977,3009.485768,0,0,3260.99,0,0,0,0,0,0,29888.779296875,0.809400022029877,3.25
2022-06-18,13104,,118867.2662162,4890.815696,4990.296822,720.685839,13949.82,358.75,0,54746.3067144,9787.1715648,3161.125044,0,0,0,0,0,0,18440.01,42.61,441.74,10.03,0,902.264999,3431.759537,0,0,2993.88,0,0,0,0,0,0,29888.779296875,0.809400022029877,3.25
2022-06-17,14894,,106743.8151762,6058.704595,7090.456158,326.045479,16188.47,483.38,0,30155.2170864,9289.0548912,3682.0492576,0,0,0,0,7553.857248,0,17830.31,62.37,453.72,20.4,0,923.512085,3407.528376,0,0,3218.74,0,0,0,0,0,0,29888.779296875,0.809400022029877,3.25
2022-06-16,13447,,127838.2922312,3370.278894,8001.933324,650.620118,22080.26,549.5,0,33666.6659448,16100.2986368,4667.3349856,5291.34928,0,0,0,7553.857248,0,17100.69,63.3,509.55,16,0,1019.89596,3860.77784,0,0,3335.98,0,0,0,0,0,0,29927.0703125,0.821399986743927,3.28
2022-06-15,11501,,108287.062223,2911.606819,5132.888176,512.021546,17924.49,681.39,0,40114.8136536,15131.4343376,3829.8421168,0,0,0,0,0,0,13955.3,55.71,519.83,20.38,0,956.695303,3184.720271,0,0,3355.94,0,0,0,0,0,0,30668.529296875,0.832459986209869,3.33
2022-06-14,10950,,139011.552787,6530.034477,2919.100832,460.640444,15932.68,741.39,0,68647.9584952,12738.4672408,3302.531792,8666.8652,0,0,0,0,0,10702.25,65.25,529.45,23.01,0,1012.532692,3548.671614,0,0,3190.72,0,0,0,0,0,0,30364.830078125,0.823400020599365,3.49
2022-06-13,10687,,322121.103489648,5726.939781,4843.246538,604.115974,18853.33,659.17,0,70655.0220152,11153.7993616,4462.9794272,42145.5970152,0,0,109630.398339448,35360.810016,0,9069.63,31.34,540.85,11.51,0,1060.269452,4276.49557,0,0,3035.6,0,0,0,0,0,0,30516.740234375,0.814670026302338,3.43
2022-06-12,7630,,119608.9747746,5261.378286,5084.113436,742.466792,19215.76,669.04,0,23408.7467544,19643.6780512,4744.8806216,19472.1653504,0,0,0,0,0,13089.12,18.47,430.5,16.62,0,923.671288,3959.404195,0,0,2928.96,0,0,0,0,0,0,31392.7890625,0.800450026988983,3.15
2022-06-11,12110,,157170.3610338,6412.833802,5322.86768,1069.970766,17504.14,632.13,0,77419.7383792,16076.5787952,6183.5802448,4817.8647496,0,0,0,0,0,14969.42,40.53,415.45,18.77,0,951.875179,2544.661438,0,0,2789.95,0,0,0,0,0,0,31392.7890625,0.800450026988983,3.15
2022-06-10,13195,,122049.2198912,9903.544503,5356.864964,1210.737396,18952.22,656.97,0,46937.91732,3745.9103696,3353.6206816,0,0,0,0,7553.857248,0,17437.02,40.26,537.62,17.65,0,971.290399,2283.23701,0,0,3090.5,0,0,0,0,0,0,31392.7890625,0.800450026988983,3.15
2022-06-09,11751,,148692.7935222,7874.637051,6107.816155,1530.170995,19817.52,590.18,0,68836.8049264,13883.4057488,3959.388944,0,0,0,0,0,0,17108.31,55.28,542.64,20.92,0,1159.67762,4199.702082,0,0,3006.34,0,0,0,0,0,0,32272.7890625,0.797429978847504,3.04
2022-06-08,11424,,52510.7465442,4591.441777,6003.774354,1323.265863,20666.956268,524.22,0,1089.2881104,892.2309648,0,0,0,0,0,0,0,13506.9,55.75,502.14,20.89,0,720.073594,581.855613,0,0,2031.96,0,0,0,0,0,0,32910.8984375,0.794449985027313,3.03
2022-06-07,12140,,64139.885593,4170.587615,9351.964011,1545.455833,19521.091918,480.54,0,0,0,0,0,0,0,0,0,0,14968.53,51.24,532.74,18.38,0,1962.548468,4365.457748,0,0,7171.35,0,0,0,0,0,0,33180.140625,0.798500001430512,2.98
2022-06-06,11990,,904705.882429176,5002.382455,10190.266949,2088.669645,18076.873864,839.28,0,0,0,0,0,0,0,832583.646168176,0,0,14608.8,52.23,553.63,14.02,0,4069.955171,9937.628177,0,0,6688.5,0,0,0,0,0,0,32915.78125,0.800493001937866,3.04
2022-06-05,6745,,62686.313468,3912.688818,7934.825515,1018.211565,15049.083029,793.06,0,0,0,0,0,0,0,0,0,0,14101.57,44.56,419.91,30.05,0,3664.205743,8499.688798,0,0,7218.46,0,0,0,0,0,0,32899.69921875,0.794960021972656,2.96
2022-06-04,11915,,59719.442596,3356.45935,7586.104094,350.461832,12911.424164,872.08,0,0,0,0,0,0,0,0,0,0,13584.94,25.57,494.05,17.42,0,3744.270496,9483.02266,0,0,7293.64,0,0,0,0,0,0,32899.69921875,0.794960021972656,2.96
2022-06-03,15515,,56170.462799,3863.868045,5818.210921,445.1578,10358.689062,921.02,0,0,0,0,0,0,0,0,0,0,13557.95,38.22,572.14,13.38,0,3791.596056,9354.610915,0,0,7435.62,0,0,0,0,0,0,32899.69921875,0.794960021972656,2.96
2022-06-02,12089,,64363.748248,10279.746409,6219.026379,428.148412,10991.625367,1014.39,0,0,0,0,0,0,0,0,0,0,13513.03,44.15,508.97,18.59,0,3965.805243,9714.416438,0,0,7665.85,0,0,0,0,0,0,33248.28125,0.801079988479614,2.92
2022-06-01,14756,,69059.232625,10545.408201,5475.402196,373.632805,19246.038456,993.14,0,0,0,0,0,0,0,0,0,0,10289.38,43.63,556.25,16.96,0,4051.597814,9878.453153,0,0,7589.34,0,0,0,0,0,0,32813.23046875,0.793089985847473,2.94
2022-05-31,9431,,69555.611793,8764.903101,2759.206824,111.220284,18282.686682,883.41,0,0,0,0,0,0,0,0,0,0,11656.34,46.51,573.01,11.94,0,3161.193463,16017.291439,0,0,7287.9,0,0,0,0,0,0,32990.12109375,0.790700018405914,2.85
2022-05-30,6350,,55083.681584,6841.633635,2865.262527,130.578335,13340.819906,829,0,0,0,0,0,0,0,0,0,0,15233.13,44.84,414.95,5.27,0,3544.796309,4547.950872,0,0,7285.45,0,0,0,0,0,0,33212.9609375,0.79186999797821,2.74
2022-05-29,5197,,48075.438202,4162.917454,3743.350125,128.278525,13227.816258,712.42,0,0,0,0,0,0,0,0,0,0,13851.18,35.28,371.54,19.33,0,3661.522465,249.223375,0,0,7912.58,0,0,0,0,0,0,33212.9609375,0.79255998134613,2.74
2022-05-28,9408,,50237.612682,3260.752871,4787.251307,179.487523,13670.856595,894.91,0,0,0,0,0,0,0,0,0,0,15955.4,23.41,422.18,15.77,0,3486.970188,24.274198,0,0,7516.35,0,0,0,0,0,0,33212.9609375,0.79255998134613,2.74
2022-05-27,11072,,44988.597286,3398.241281,2987.708844,116.425099,13618.858427,852.4,0,0,0,0,0,0,0,0,0,0,12441.04,39.02,510.01,18.05,0,3845.71986,2.633775,0,0,7158.49,0,0,0,0,0,0,33212.9609375,0.79255998134613,2.74
2022-05-26,9508,,43339.842,2493.318812,2325.868001,183.469417,13820.305187,974.03,0,0,0,0,0,0,0,0,0,0,11677.37,41.41,515.66,24.63,0,4382.925723,0.05486,0,0,6900.8,0,0,0,0,0,0,32637.189453125,0.794526994228363,2.75
2022-05-25,9271,,43383.890486,2057.364811,922.054106,169.487217,14032.964352,900.03,0,0,0,0,0,0,0,0,0,0,17840.52,49.64,559.09,11.9,0,0,0,0,0,6840.84,0,0,0,0,0,0,32120.279296875,0.797259986400604,2.75
2022-05-24,8812,,36367.931662,2059.247925,728.73697,185.191034,13815.195733,929.7,0,0,0,0,0,0,0,0,0,0,14491.18,49.62,565.31,25.42,0,0,0,0,0,3518.33,0,0,0,0,0,0,31928.619140625,0.795700013637543,2.76
2022-05-23,9034,,29937.48595,1377.007607,1531.368339,118.614028,13359.881407,1007.44,0,0,0,0,0,0,0,0,0,0,10574.52,41.92,547.5,32.99,0,332.884569,0,0,0,1013.36,0,0,0,0,0,0,31880.240234375,0.799740016460419,2.86
2022-05-22,5512,,28545.177919,1373.594426,951.849162,120.62773,12180.875847,964.76,0,0,0,0,0,0,0,0,0,0,11552.32,44.75,444.55,7.68,0,848.340754000001,0,0,0,55.83,0,0,0,0,0,0,31261.900390625,0.802429974079132,2.78
2022-05-21,10390,,25265.784477,1322.958572,460.870415,63.945685,10352.480877,894.3,0,0,0,0,0,0,0,0,0,0,10737.71,35.7,406.08,13.4,0,856.688928000001,0,0,0,121.65,0,0,0,0,0,0,31261.900390625,0.802429974079132,2.78
2022-05-20,13086,,25236.15922,1931.609746,614.413588,101.486334,11322.685264,839.47,0,0,0,0,0,0,0,0,0,0,8286.59,34.45,510.23,14.97,0,883.254288000001,0,0,0,697,0,0,0,0,0,0,31261.900390625,0.802429974079132,2.78
2022-05-19,11386,,25346.340322,2102.8731,738.805319,216.565493,10618.390975,1006.11,0,0,0,0,0,0,0,0,0,0,8749.53,41.44,518.78,20.62,0,909.085435,0,0,0,424.14,0,0,0,0,0,0,31253.130859375,0.809989988803864,2.84
2022-05-18,11857,,30029.540245,2870.415808,728.767727,166.89857,12045.097352,918.31,0,0,0,0,0,0,0,0,0,0,9798.49,47.62,530.38,21.38,0,976.180787999999,0,0,0,1926,0,0,0,0,0,0,31490.0703125,0.800999999046326,2.89
2022-05-17,11287,,27527.087776,2745.976298,309.437983,347.760424,11213.954745,896.25,0,0,0,0,0,0,0,0,0,0,7255.68,46.85,474.56,21.83,0,912.298326,0,0,0,3302.49,0,0,0,0,0,0,32654.58984375,0.811370015144348,2.98
2022-05-16,13025,,27293.331361,2340.128813,315.303146,64.510491,11492.475069,905.24,0,0,0,0,0,0,0,0,0,0,7517.2,46.77,533.66,17.91,0,903.653842000001,0,0,0,3156.48,0,0,0,0,0,0,32223.419921875,0.815760016441345,2.88
2022-05-15,7928,,26389.577419,1293.704126,43.122554,25.83101,11189.657895,753.52,0,0,0,0,0,0,0,0,0,0,8203.35,33.53,405.4,10.6,0,845.111834,0,0,0,3585.75,0,0,0,0,0,0,32196.66015625,0.819260001182556,2.93
2022-05-14,11351,,26626.374701,1102.035911,166.623442,82.323572,10318.465333,770.17,0,0,0,0,0,0,0,0,0,0,9296.53,43.29,452.77,21.44,0,872.246443000002,0,0,0,3500.48,0,0,0,0,0,0,32196.66015625,0.819260001182556,2.93
2022-05-13,11753,,28537.009777,1283.991048,788.659126,160.686023,11222.51147,897.23,0,0,0,0,0,0,0,0,0,0,9199.78,40.01,445.79,23.29,0,871.742110000002,0,0,0,3603.32,0,0,0,0,0,0,32196.66015625,0.819260001182556,2.93
2022-05-12,11108,,30280.700794,1379.296746,1185,226.231606,12621.842107,1203.03,0,0,0,0,0,0,0,0,0,0,8933.4,43.69,486.2,6.73,0,906.640335,0,0,0,3288.64,0,0,0,0,0,0,31730.30078125,0.817380011081696,2.84
2022-05-11,9616,,33888.161854,1816.866785,905,198.20112,14180.763375,1116.23,0,0,0,0,0,0,0,0,0,0,10424.13,43.38,473.56,18.94,0,921.500574,0,0,0,3789.59,0,0,0,0,0,0,31834.109375,0.812399983406067,2.91
2022-05-10,10150,,34418.609483,1865.977821,2215,208.465973,14161.54081,1128.49,0,0,0,0,0,0,0,0,0,0,10058.23,43.04,404.31,24.53,0,919.294088,6.980791,0,0,3382.75,0,0,0,0,0,0,32160.740234375,0.81045001745224,2.99
